                time                   J                  Ks                   I                   V                   i                   U                   K                   r                   R                   g                   z                   B                   H
       19662.1270095       18.3159555982         19.12958143       17.9484042707       17.9022921043       17.9283927235       18.3575593369       19.1600181406       17.8777980465       17.8800333344       17.9931611193       17.9802071935       18.0572562742        18.698904058
       19724.3884739       18.3146510836       19.1274010523       17.9482553048       17.9038563885       17.9283864989       18.3620659848       19.1578180924       17.8787068783       17.8807013806       17.9956315076       17.9798753305       18.0601763869       18.6970776179
       19786.8470933       18.3133514543       19.1252235866       17.9481137681       17.9054316061       17.9283880083       18.3665889135       19.1556209124       17.8796253423       17.8813785689       17.9981145539       17.9795505028       18.0631099852       18.6952548859
       19849.5034923       18.3120595509       19.1230521816       17.9479822189       17.9070201226       17.9283997844       18.3711305708       19.1534297568       17.8805558501       17.8820673359       18.0006126067       17.9792353043       18.0660594253        18.693438876
        19912.358297       18.3107845232        19.120892984        17.947874204       17.9086428157         17.92843595       18.3757260112       19.1512507085       17.8815163723       17.8827846147       18.0031507377       17.9789425542       18.0690519255       18.6916369141
       19975.4121357       18.3095152036       19.1187380017       17.9477739283       17.9102762145       17.9284801054       18.3803370063       19.1490758431       17.8824864771       17.8835110596       18.0057011004       17.9786572217       18.0720574034       18.6898397597
       20038.6656387       18.3082516383       19.1165870322       17.9476817245       17.9119209975       17.9285326154       18.3849646735       19.1469049524       17.8834667206       17.8842471787       18.0082645252       17.9783795972       18.0750767585       18.6880473138
       20102.1194383       18.3070006415       19.1144444915       17.9476077095       17.9135924229        17.928604015       18.3896335287       19.1447423996       17.8844703644       17.8850055089       18.0108590784       17.9781192652       18.0781294678       18.6862649506
       20165.7741686       18.3057620807       19.1123115872        17.947550054       17.9152862879       17.9286922709       18.3943356113       19.1425894229        17.885494095        17.885783069       18.0134793629       17.9778746593       18.0812095547       18.6844933303
       20229.6304659       18.3045281952       19.1101818115       17.9474992448       17.9169902924       17.9287876459       18.3990534479       19.1404395419       17.8865267026       17.8865690425       18.0161115282       17.9776365513       18.0843023835       18.6827254469
       20293.6889686       18.3033030717       19.1080586741       17.9474598645       17.9187092768       17.9288947642        18.403791473       19.1382962513       17.8875729872       17.8873681976       18.0187603759       17.9774094642       18.0874127026       18.6809650644
       20357.9503169       18.3021004109       19.1059521769       17.9474508736       17.9204706764       17.9290332639        18.408592887       19.1361694728       17.8886570593       17.8882034476       18.0214580727        17.977211499       18.0905750754       18.6792236486
       20422.4151531       18.3009022872       19.1038482294       17.9474490117       17.9222428283       17.9291792053       18.4134107012          19.1340452       17.8897505311       17.8890475901       18.0241683283       17.9770202593       18.0937508789       18.6774855815
       20487.0841216       18.2997091871       19.1017478886       17.9474541599       17.9240249753       17.9293324055       18.4182435071       19.1319245039       17.8908528583        17.889900168       18.0268901412       17.9768357116       18.0969390081       18.6757516778
       20551.9578688       18.2985284744       19.0996569486         17.94747588       17.9258301806       17.9295027075       18.4231108829       19.1298131442       17.8919757336       17.8907723797       18.0296385247       17.9766670604       18.1001554645       18.6740283555
       20617.0370431       18.2973620359       19.0975761777       17.9475175672       17.9276641203       17.9296936949       18.4280224582       19.1277118645       17.8931239558       17.8916687032       18.0324203716         17.97651746       18.1034077459       18.6723168321
       20682.3222951       18.2962016434       19.0954998557       17.9475674156       17.9295092009       17.9298931001       18.4329498192       19.1256149986       17.8942822052       17.8925746365       18.0352148471       17.9763756903       18.1066733738       18.6706103957
       20747.8142772       18.2950446314       19.0934250457       17.9476231681       17.9313638572       17.9300987199       18.4378927306       19.1235196042       17.8954486415       17.8934882413       18.0380207827       17.9762394259       18.1099513817       18.6689062148
